X,Y
3.133695825680325453e-01,0.000000000000000000e+00
2.390533189133854930e-01,0.000000000000000000e+00
1.367108446576656700e-01,0.000000000000000000e+00
-1.035617468298467847e-02,1.000000000000000000e+00
-5.048617358912728115e-01,0.000000000000000000e+00
1.320853923211371128e-01,1.000000000000000000e+00
6.230815486926410962e-02,1.000000000000000000e+00
9.420732559847162790e-02,1.000000000000000000e+00
-3.293606007092702015e-01,1.000000000000000000e+00
-3.018233535760956876e-01,1.000000000000000000e+00
3.895312811690893051e-01,1.000000000000000000e+00
-2.191031056571397795e-02,0.000000000000000000e+00
1.952703324729178347e-01,0.000000000000000000e+00
6.402719763855839984e-03,0.000000000000000000e+00
5.259558327339328154e-02,1.000000000000000000e+00
2.699405270069129559e-01,0.000000000000000000e+00
-1.668589352027917139e-01,0.000000000000000000e+00
2.132349797848077239e-02,0.000000000000000000e+00
-1.447172266913639149e-01,0.000000000000000000e+00
-1.053813952293021772e-01,1.000000000000000000e+00
-9.639420108598749370e-02,0.000000000000000000e+00
5.252863073534528443e-02,0.000000000000000000e+00
-1.520480505845354657e-01,0.000000000000000000e+00
3.995392166526933186e-01,1.000000000000000000e+00
-2.034052139896320166e-01,1.000000000000000000e+00
-7.365807719004768828e-02,0.000000000000000000e+00
-1.522146776088440789e-01,0.000000000000000000e+00
4.265925482676197200e-01,0.000000000000000000e+00
8.738543171180682134e-02,1.000000000000000000e+00
3.174001635757252582e-01,1.000000000000000000e+00
-4.484771830562376271e-01,0.000000000000000000e+00
7.638100312261576763e-02,0.000000000000000000e+00
2.618127812216841654e-01,0.000000000000000000e+00
2.469132458771744823e-02,1.000000000000000000e+00
3.161056336449911686e-01,0.000000000000000000e+00
-7.919641009933831022e-02,1.000000000000000000e+00
4.443452824851104044e-01,1.000000000000000000e+00
7.192122365318466271e-01,1.000000000000000000e+00
-1.167194123603616240e-01,0.000000000000000000e+00
-1.385227739077764808e-01,0.000000000000000000e+00
4.546327701171086755e-01,1.000000000000000000e+00
4.686426540718878764e-01,0.000000000000000000e+00
-6.931459652021845774e-02,1.000000000000000000e+00
-1.065113656285475163e-01,1.000000000000000000e+00
-9.093645997181813712e-02,0.000000000000000000e+00
-3.955091843875032653e-01,1.000000000000000000e+00
-2.829748132058837462e-01,0.000000000000000000e+00
-2.772676428233903367e-01,1.000000000000000000e+00
-2.359631321743577703e-01,0.000000000000000000e+00
1.011531098930641553e-01,1.000000000000000000e+00
5.935065630843566059e-02,0.000000000000000000e+00
4.689893895495169107e-01,1.000000000000000000e+00
-2.876454383462160869e-01,1.000000000000000000e+00
2.800185007306688623e-01,0.000000000000000000e+00
-6.850084101008163673e-02,0.000000000000000000e+00
-8.707250973273098979e-03,1.000000000000000000e+00
2.077010301043238083e-01,1.000000000000000000e+00
-3.315327638937889954e-01,1.000000000000000000e+00
1.119265608909233572e-01,0.000000000000000000e+00
4.717554173481473823e-02,0.000000000000000000e+00
2.193049452174540281e-01,1.000000000000000000e+00
8.204855056004060898e-02,0.000000000000000000e+00
7.373883295893008949e-01,1.000000000000000000e+00
-1.985307631572837406e-01,0.000000000000000000e+00
-1.711369785239081065e-01,0.000000000000000000e+00
-1.947416412641281291e-01,0.000000000000000000e+00
-1.666431270523799080e-01,1.000000000000000000e+00
-1.914608454117152914e-01,1.000000000000000000e+00
3.506058764678847695e-01,0.000000000000000000e+00
4.543417240721385753e-01,1.000000000000000000e+00
-1.710165707022401893e-01,1.000000000000000000e+00
-2.573984237513453621e-01,0.000000000000000000e+00
1.747316533498657343e-01,1.000000000000000000e+00
-1.680729487267167976e-01,0.000000000000000000e+00
1.812109775803454892e-01,0.000000000000000000e+00
6.629117749351794153e-02,1.000000000000000000e+00
-4.574007187371461058e-01,1.000000000000000000e+00
4.526433639450329061e-01,0.000000000000000000e+00
5.349566332284612091e-01,0.000000000000000000e+00
-1.867854579668133674e-01,0.000000000000000000e+00
3.726181092212964285e-02,1.000000000000000000e+00
7.858986444281661210e-02,0.000000000000000000e+00
9.173250170977631512e-02,0.000000000000000000e+00
2.175553675012988353e-01,1.000000000000000000e+00
5.951059427411689029e-01,0.000000000000000000e+00
-6.312242676364032690e-02,0.000000000000000000e+00
-2.449009597693693474e-01,0.000000000000000000e+00
-4.137956644105226789e-01,1.000000000000000000e+00
-1.986858906262648494e-01,1.000000000000000000e+00
1.432049774859298907e-01,1.000000000000000000e+00
5.323390977838663440e-01,0.000000000000000000e+00
-1.611730559791825779e-01,0.000000000000000000e+00
6.183034249574990288e-02,0.000000000000000000e+00
-2.095351382868911386e-02,0.000000000000000000e+00
3.365846821233453579e-01,0.000000000000000000e+00
7.530449881665469691e-01,0.000000000000000000e+00
-1.548478209657391802e-01,1.000000000000000000e+00
-1.561782596025180769e-01,0.000000000000000000e+00
7.275684557242763084e-01,1.000000000000000000e+00
1.947722211598375275e-01,0.000000000000000000e+00
5.568830680554732737e-01,1.000000000000000000e+00
1.708440623990412355e-01,0.000000000000000000e+00
-1.148678072433151481e-01,0.000000000000000000e+00
1.944967932124060661e-01,1.000000000000000000e+00
3.121971754914452668e-01,0.000000000000000000e+00
2.393076062875365562e-01,0.000000000000000000e+00
1.523497912969562496e-01,1.000000000000000000e+00
3.200024169259880757e-01,1.000000000000000000e+00
3.439420464481224848e-01,0.000000000000000000e+00
4.108847385870119662e-01,0.000000000000000000e+00
1.917654795820423752e-01,0.000000000000000000e+00
-4.967486234082778285e-02,1.000000000000000000e+00
3.489347173217860476e-02,0.000000000000000000e+00
4.227278662840857626e-01,1.000000000000000000e+00
-1.628756452692733114e-01,1.000000000000000000e+00
9.927360244176648696e-02,0.000000000000000000e+00
-1.277145539991938195e-01,0.000000000000000000e+00
8.899151763831015041e-03,1.000000000000000000e+00
3.915559785726694941e-01,1.000000000000000000e+00
8.842069418360985755e-02,1.000000000000000000e+00
3.787558890056231739e-03,0.000000000000000000e+00
-4.108025130206917619e-01,0.000000000000000000e+00
2.276619327519872338e-01,1.000000000000000000e+00
1.835498779464801722e-01,0.000000000000000000e+00
7.973644277784451839e-01,1.000000000000000000e+00
-3.907197507095525046e-02,1.000000000000000000e+00
5.690271964459162751e-02,0.000000000000000000e+00
7.099098573617888819e-02,0.000000000000000000e+00
5.359716377874658155e-01,1.000000000000000000e+00
-4.644370484723174541e-02,0.000000000000000000e+00
6.833668169704053275e-02,0.000000000000000000e+00
2.876604907502439135e-01,1.000000000000000000e+00
4.906867762037359776e-02,0.000000000000000000e+00
-1.428714097935027405e-01,0.000000000000000000e+00
5.830663409793395563e-02,1.000000000000000000e+00
3.180591605978206338e-01,0.000000000000000000e+00
-3.256883149538890021e-01,0.000000000000000000e+00
6.445290363322200844e-02,1.000000000000000000e+00
-1.842684578577371002e-01,1.000000000000000000e+00
3.557537212236960289e-01,0.000000000000000000e+00
-4.517746553617226768e-01,1.000000000000000000e+00
-1.762210629279805374e-01,0.000000000000000000e+00
1.146383352694422264e-01,1.000000000000000000e+00
4.632670718463386961e-01,0.000000000000000000e+00
-2.298905774615654651e-02,0.000000000000000000e+00
-1.802496437445116340e-01,0.000000000000000000e+00
5.643471245000820646e-01,1.000000000000000000e+00
-4.006075307864507273e-01,1.000000000000000000e+00
-6.647606857348332676e-01,0.000000000000000000e+00
1.270413941735744068e-01,0.000000000000000000e+00
-1.615098652747889163e-01,0.000000000000000000e+00
-3.204398883723807989e-01,0.000000000000000000e+00
2.037180697911906702e-01,0.000000000000000000e+00
6.287456881140968123e-02,0.000000000000000000e+00
-1.846885495384183729e-01,0.000000000000000000e+00
-3.840841512741904884e-01,1.000000000000000000e+00
2.506288234509678747e-01,0.000000000000000000e+00
1.879730697685960406e-01,0.000000000000000000e+00
-2.922146158328008461e-02,1.000000000000000000e+00
5.486665886698586236e-01,0.000000000000000000e+00
-3.232811682915865403e-01,0.000000000000000000e+00
-4.501690947668293141e-01,1.000000000000000000e+00
-1.849631245650582567e-01,1.000000000000000000e+00
-2.316592602821655744e-02,0.000000000000000000e+00
8.792977038364929721e-02,1.000000000000000000e+00
-7.614220385426018201e-02,0.000000000000000000e+00
1.766335603721533865e-01,1.000000000000000000e+00
-3.825941789764627510e-01,0.000000000000000000e+00
4.214296924908639275e-01,0.000000000000000000e+00
-3.154500768208221007e-02,0.000000000000000000e+00
3.358821137322398620e-01,1.000000000000000000e+00
9.829135731082698502e-02,0.000000000000000000e+00
1.476782680375494927e-01,1.000000000000000000e+00
1.530811809041194849e-01,0.000000000000000000e+00
1.344642334493217628e-01,1.000000000000000000e+00
2.035500150091458238e-01,1.000000000000000000e+00
3.987457591210961105e-01,1.000000000000000000e+00
5.169987787725956879e-02,0.000000000000000000e+00
2.015806723901344966e-01,0.000000000000000000e+00
-2.607655268542556637e-02,1.000000000000000000e+00
1.155241147077138653e+00,1.000000000000000000e+00
-1.526487781740505922e-01,1.000000000000000000e+00
5.448465540409047625e-01,1.000000000000000000e+00
-1.638637704250758831e-02,0.000000000000000000e+00
-4.336388939034538925e-01,0.000000000000000000e+00
8.605706178632546166e-01,1.000000000000000000e+00
-2.089646139537459646e-01,0.000000000000000000e+00
2.465180331459151386e-01,0.000000000000000000e+00
-2.069379077974827230e-01,0.000000000000000000e+00
-1.530075885098635957e-01,0.000000000000000000e+00
-5.645685541111719052e-01,1.000000000000000000e+00
-1.470049177351720471e-01,0.000000000000000000e+00
-7.410792859645415342e-01,0.000000000000000000e+00
-4.751708444798767306e-01,1.000000000000000000e+00
2.567030389845553207e-01,1.000000000000000000e+00
6.427037831703710236e-01,1.000000000000000000e+00
1.719246002719622690e-01,1.000000000000000000e+00
-2.956974631215956717e-01,0.000000000000000000e+00
-1.935174534656328854e-02,0.000000000000000000e+00
1.994098231706095126e-01,1.000000000000000000e+00
-3.417015484302320383e-01,1.000000000000000000e+00
4.676594160701241787e-01,1.000000000000000000e+00
2.514840499147613651e-01,0.000000000000000000e+00
-6.620511674728331297e-02,1.000000000000000000e+00
3.070952539690093019e-04,0.000000000000000000e+00
7.260023748808729083e-02,1.000000000000000000e+00
-6.121889665011912562e-01,1.000000000000000000e+00
-7.880675848403430328e-02,0.000000000000000000e+00
-2.079214643982626454e-01,0.000000000000000000e+00
-3.149908257722697780e-01,0.000000000000000000e+00
-8.882958896597532850e-02,0.000000000000000000e+00
5.396910489404483924e-01,1.000000000000000000e+00
1.785332777140526406e-01,0.000000000000000000e+00
-1.609533220061369896e-01,1.000000000000000000e+00
3.296357714127438054e-01,1.000000000000000000e+00
4.277598874393852002e-01,1.000000000000000000e+00
2.720430228808950468e-01,0.000000000000000000e+00
1.616290363705589692e-02,0.000000000000000000e+00
-2.004215156471616799e-01,0.000000000000000000e+00
8.034036470485935721e-01,1.000000000000000000e+00
1.200831728618259597e-01,1.000000000000000000e+00
2.696901850779148679e-01,1.000000000000000000e+00
1.987642293738404453e-01,1.000000000000000000e+00
3.100794285847875420e-01,0.000000000000000000e+00
1.490141292995816880e-02,1.000000000000000000e+00
3.916040981137847710e-01,0.000000000000000000e+00
8.903614025306370861e-02,1.000000000000000000e+00
7.948537544817784184e-01,1.000000000000000000e+00
-2.067560529400580827e-01,1.000000000000000000e+00
5.221516341472507428e-01,1.000000000000000000e+00
5.939866583912670195e-02,1.000000000000000000e+00
-1.951245363396873211e-01,1.000000000000000000e+00
-1.559361164347895512e-01,0.000000000000000000e+00
-9.505016971916102619e-02,1.000000000000000000e+00
1.030670069928005389e-01,0.000000000000000000e+00
1.568885105233230048e-01,1.000000000000000000e+00
-1.785959919606137369e-01,0.000000000000000000e+00
-1.139164713432123249e-02,0.000000000000000000e+00
6.281820510507002409e-01,0.000000000000000000e+00
5.357170461523679261e-01,1.000000000000000000e+00
1.326264105838927121e-01,1.000000000000000000e+00
5.913633451449853799e-03,0.000000000000000000e+00
4.355634422718821647e-02,1.000000000000000000e+00
1.787488674306661474e-01,0.000000000000000000e+00
-3.141784248802486634e-01,0.000000000000000000e+00
-8.958046747937087328e-02,0.000000000000000000e+00
-5.043325055900997889e-01,0.000000000000000000e+00
1.197949506392459035e-01,1.000000000000000000e+00
1.811587446848400562e-01,0.000000000000000000e+00
-1.428286791244746667e-01,1.000000000000000000e+00
4.746184934515620957e-01,1.000000000000000000e+00
-3.801169333511014714e-01,0.000000000000000000e+00
-4.280673252454708089e-01,1.000000000000000000e+00
6.733554125008139879e-02,1.000000000000000000e+00
3.141351163671743385e-01,1.000000000000000000e+00
4.968649887583302949e-01,0.000000000000000000e+00
-1.425797855848980333e-01,0.000000000000000000e+00
3.096039071790027131e-01,0.000000000000000000e+00
-2.106802080874299946e-02,0.000000000000000000e+00
-2.945301502701985763e-02,1.000000000000000000e+00
2.572255289339284712e-01,0.000000000000000000e+00
2.035825655587256700e-01,1.000000000000000000e+00
-4.875811220988560124e-01,0.000000000000000000e+00
4.391053901002630044e-01,0.000000000000000000e+00
4.059805211799731861e-01,0.000000000000000000e+00
-1.970243909501577240e-01,0.000000000000000000e+00
1.927564206431058857e-01,1.000000000000000000e+00
1.500554006127007844e-01,1.000000000000000000e+00
4.093572870830609056e-01,1.000000000000000000e+00
-1.650892326779973274e-01,1.000000000000000000e+00
-1.989245898088600473e-01,1.000000000000000000e+00
-7.135199085038380906e-03,1.000000000000000000e+00
3.416288236809378875e-01,0.000000000000000000e+00
2.098878786645307359e-01,1.000000000000000000e+00
-7.120470887062829712e-02,1.000000000000000000e+00
2.285065381121107742e-01,0.000000000000000000e+00
-8.618276649271859879e-01,0.000000000000000000e+00
3.449990374998527787e-01,1.000000000000000000e+00
-5.304077583091814097e-01,0.000000000000000000e+00
-1.132133635128558108e-01,0.000000000000000000e+00
-3.353513602961696871e-01,1.000000000000000000e+00
-3.883260891986959895e-01,1.000000000000000000e+00
3.366173042939957782e-01,0.000000000000000000e+00
-1.486753964298323516e-01,0.000000000000000000e+00
1.044548136221722379e-01,1.000000000000000000e+00
5.530183535870653727e-02,1.000000000000000000e+00
